origin,as_of_utc,target,h,family,model,component,log_forecast,mm_forecast,status,reason,outer_origin,weight_fraction,contribution_diagnostic,log_actual,mm_actual,cumulative_fallback,cumulative_log_forecast,cumulative_pct_forecast,cumulative_log_actual,cumulative_pct_actual
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,0.7331876131770199,0.735882014537941,control,,True,0.019182249,,-0.6320562802589259,-0.6300630063006185,False,5.386830337178782,5.5345607544608,-9.085362377775205,-8.6848635235732
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,-0.3845579282083089,-0.3838194511348962,control,,True,0.019182249,,-0.8185584586439518,-0.8152173913043572,False,5.002272408970473,5.129498582615406,-9.903920836419156,-9.429280397022339
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,1.3385252164637735,1.347523568821484,control,,True,0.019182249,,0.18248180246291174,0.18264840182649067,False,6.340797625434246,6.546143353799995,-9.721439033956244,-9.26385442514475
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,9.264577877153553,9.707305986662568,control,,True,0.019182249,,9.390038564952512,9.845031905195988,False,15.6053755025878,16.888903506141503,-0.3314004690037324,-0.3308519437551716
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,5.657546518563623,5.820646953472689,control,,True,0.019182249,,5.4896752632651165,5.643153526970956,False,21.26292202115142,23.69259390701936,5.158274794261384,5.293631100082712
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,-0.16764925103475348,-0.1675087981782426,control,,True,0.215829614,-0.036153359252414,-0.6811495520410622,-0.678834986678668,False,-0.16764925103475348,-0.16750879817824257,-0.6811495520410622,-0.678834986678668
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.30783533223926374,0.3083096317604318,control,,True,0.215829614,0.06654234881533613,0.2711351647339537,0.2715030685521296,False,0.14018608120451026,0.14028438782335953,-0.4100143873071085,-0.4091749759457765
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.5190016654825569,0.5203508121478252,control,,True,0.215829614,0.11230711493045162,0.2928005729697288,0.29322965252765076,False,0.6591877466870671,0.6613651709225401,-0.11721381433737971,-0.11714514577832169
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.6320246258335842,0.6340261158867742,control,,True,0.215829614,0.13684161185776172,0.9967932091160302,1.0017777406823867,False,1.2912123725206515,1.2995845147143426,0.8795793947786505,0.883459060909368
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,1.7541417148471832,1.7696171351334031,control,,True,0.215829614,0.38193578320362825,2.4696740170465223,2.5004230778327496,False,3.0453540873678344,3.0921993201056703,3.3492534118251727,3.4059723529843
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.6442754070515523,0.6463553254538894,control,,True,0.215829614,0.13950262039955733,0.5911046846624992,0.5928551557428805,False,3.689629494419387,3.7585412405387117,3.940358096487672,4.019019991425025
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,-0.9907125143255702,-0.9858211244264843,control,,True,0.215829614,-0.21276939275801407,-1.816434205685278,-1.8000364743388608,False,2.6989169800938164,2.735667622592716,2.123923890802394,2.146639691329543
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.4099738075906174,0.4108153498464348,control,,True,0.215829614,0.08866611838263098,0.32484154395622156,0.32536972586285523,False,3.108890787684434,3.157721514953541,2.4487654347586156,2.4789939328713406
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.16592507974186402,0.16606281156898114,control,,True,0.215829614,0.03584127252068794,0.2520363521873098,0.25235423080188474,False,3.274815867426298,3.3290281276517724,2.7008017869459255,2.7376040097441483
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.560766624310486,0.5623418634404715,control,,True,0.215829614,0.12137002732239768,0.28648206922653147,0.2868928212564511,False,3.8355824917367842,3.910090509899739,2.987283856172457,3.032350820378984
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,1.2033939838250292,1.2106639018775487,control,,True,0.215829614,0.2612971226259652,1.3666873406228421,1.376069203580964,False,5.038976475561813,5.168092466111382,4.353971196795299,4.450147269743717
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,covered_pressure,0.6639543747188744,0.6661634381288436,control,,True,0.215829614,0.1437777977122612,0.6071546854164589,0.609001605471797,False,5.702930850280688,5.868683846698152,4.961125882211758,5.086250343534114
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,ar,CATEGORY_AR_R17,actual_rent,0.30966136426293417,0.310141310340178,estimated,,True,0.033660201,,0.09170106098814064,0.09174311926605226,False,0.30966136426293417,0.310141310340178,0.09170106098814064,0.09174311926605226
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,ar,CATEGORY_AR_R17,actual_rent,0.29500914044392623,0.29544472063712546,estimated,,True,0.033660201,,0.09161704717795821,0.09165902841430373,False,0.6046705047068603,0.6065023271052183,0.18331810816609884,0.18348623853211224
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,ar,CATEGORY_AR_R17,actual_rent,0.20712995513455537,0.2073446174104984,estimated,,True,0.033660201,,0.36563112031104794,0.3663003663003651,False,0.8118004598414158,0.815104494445439,0.5489492284771468,0.5504587155963311
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,ar,CATEGORY_AR_R17,actual_rent,0.17560894225247062,0.1757632250537131,estimated,,True,0.033660201,,0.7272759329079879,0.7299270072992804,False,0.9874094020938864,0.9923003734461471,1.2762251613851348,1.2844036697247818
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,ar,CATEGORY_AR_R17,actual_rent,0.15539235070591023,0.15551314718059045,estimated,,True,0.033660201,,0.5420067469339114,0.5434782608695565,False,1.1428017527997967,1.1493566781669684,1.8182319083190461,1.8348623853211035
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,ar,CATEGORY_AR_R17,actual_rent,0.30485834227856345,0.30532350790147045,estimated,,True,0.033660201,,0.26990569691649835,0.27027027027026757,False,1.44766009507836,1.4581894421965178,2.0881376052355445,2.1100917431192663
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,ar,CATEGORY_AR_R17,actual_rent,0.1794216639132247,0.1795827208899303,estimated,,True,0.033660201,,0.1795332618674334,0.179694519317164,False,1.6270817589915847,1.6403908193624739,2.2676708671029777,2.293577981651379
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,ar,CATEGORY_AR_R17,actual_rent,0.26906673699028727,0.26942904641356685,estimated,,True,0.033660201,,0.08964590470369839,0.08968609865469547,False,1.896148495981872,1.914239555118105,2.3573167718066763,2.385321100917421
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,ar,CATEGORY_AR_R17,actual_rent,0.19800015679345573,0.19819630654147957,estimated,,True,0.033660201,,0.08956561279446082,0.08960573476703984,False,2.0941486527753277,2.116229813756185,2.446882384601137,2.477064220183491
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,ar,CATEGORY_AR_R17,actual_rent,0.24883647243605414,0.24914632734349645,estimated,,True,0.033660201,,0.08948546458437055,0.08952551477170446,False,2.342985125211382,2.370648649958803,2.5363678491855075,2.5688073394495405
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,ar,CATEGORY_AR_R17,actual_rent,0.38516614419210166,0.3859088622452768,estimated,,True,0.033660201,,1.2444605048083746,1.2522361359570633,False,2.7281512694034835,2.7657060554369686,3.7808283539938823,3.853211009174308
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,ar,CATEGORY_AR_R17,actual_rent,0.26992222366684404,0.2702868416888754,estimated,,True,0.033660201,,0.4407234987407827,0.441696113074208,False,2.9980734930703274,3.0434682366734824,4.221551852734665,4.311926605504587
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,ar,CATEGORY_AR_R17,imputed_rent,0.16288387118978365,0.16301659902154653,estimated,,True,0.10385733600000001,,0.0,0.0,False,0.16288387118978365,0.16301659902154653,0.0,0.0
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,ar,CATEGORY_AR_R17,imputed_rent,0.4666673466012778,0.4677579344757505,estimated,,True,0.10385733600000001,,0.6143064513714072,0.616197183098599,False,0.6295512177910614,0.6315370565737327,0.6143064513714072,0.616197183098599
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,ar,CATEGORY_AR_R17,imputed_rent,0.6192364930217563,0.6211577258041293,estimated,,True,0.10385733600000001,,0.6105557562485033,0.6124234470691104,False,1.2487877108128178,1.256617623596086,1.2248622076199105,1.2323943661971846
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,ar,CATEGORY_AR_R17,imputed_rent,0.19967341555155652,0.1998728956634358,estimated,,True,0.10385733600000001,,0.3472225710749279,0.3478260869565376,False,1.4484611263643743,1.4590021572912202,1.5720847786948384,1.5845070422535388
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,ar,CATEGORY_AR_R17,imputed_rent,0.23728902186040884,0.23757077507229152,estimated,,True,0.10385733600000001,,0.1731602164277894,0.17331022530329143,False,1.6857501482247832,1.70003909509691,1.7452449951226279,1.7605633802817064
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,ar,CATEGORY_AR_R17,imputed_rent,0.48627228960143687,0.48745651203670004,estimated,,True,0.10385733600000001,,0.4315932465568729,0.4325259515570945,False,2.17202243782622,2.19578255840983,2.1768382416795005,2.20070422535213
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,ar,CATEGORY_AR_R17,imputed_rent,0.39115717217360607,0.3919231902929407,estimated,,True,0.10385733600000001,,0.17211708207730533,0.17226528854437095,False,2.563179609999826,2.5963115297575867,2.348955323756806,2.3767605633803113
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,ar,CATEGORY_AR_R17,imputed_rent,0.44214344213755824,0.4431223384315474,estimated,,True,0.10385733600000001,,0.6000875273137338,0.6018916595012859,False,3.0053230521373844,3.0509387045527627,2.9490428510705398,2.9929577464788992
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,ar,CATEGORY_AR_R17,imputed_rent,0.17434267301644402,0.17449473821328562,estimated,,True,0.10385733600000001,,0.5115100666770409,0.512820512820511,False,3.1796657251538285,3.230757170271606,3.460552917747581,3.521126760563405
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,ar,CATEGORY_AR_R17,imputed_rent,0.37128026484567905,0.371970363823789,estimated,,True,0.10385733600000001,,0.3395589001138329,0.3401360544217802,False,3.5509459899995073,3.6147449932959175,3.8001118178614135,3.873239436619755
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,ar,CATEGORY_AR_R17,imputed_rent,0.3424855179895695,0.34307266975163236,estimated,,True,0.10385733600000001,,0.0847098737651903,0.08474576271186861,False,3.8934315079890767,3.9702188652007635,3.884821691626604,3.961267605633844
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,ar,CATEGORY_AR_R17,imputed_rent,0.10760756662565679,0.1076654843403837,estimated,,True,0.10385733600000001,,-0.25434519858302557,-0.2540220152413175,False,4.0010390746147335,4.082158904911739,3.6304764930435782,3.697183098591593
