date,gross_petrol95,gross_diesel
2020-06-29,27.00801,26.82411
2020-07-06,27.36889,27.24711
2020-07-13,27.60093,27.38189
2020-07-20,27.88109,27.62096
2020-07-27,27.96391,27.667930000000002
2020-08-03,27.94104,27.65495
2020-08-10,27.82913,27.60788
2020-08-17,27.82498,27.547900000000002
2020-08-24,27.79396,27.46104
2020-08-31,27.77891,27.43899
2020-09-07,27.74508,27.38194
2020-09-14,27.70001,27.184939999999997
2020-09-21,27.63211,27.07497
2020-09-28,27.614069999999998,27.01199
2020-10-05,27.707009999999997,27.08896
2020-10-12,27.859959999999997,27.12998
2020-10-19,27.96894,27.17509
2020-10-26,28.00795,27.26689
2020-11-02,27.890130000000003,27.25607
2020-11-09,27.67697,27.115959999999998
2020-11-16,27.60398,27.07112
2020-11-23,27.702060000000003,27.20189
2020-11-30,27.701970000000003,27.20013
2020-12-07,27.846880000000002,27.35405
2020-12-14,27.913919999999997,27.54495
2020-12-21,27.97,27.61108
2021-01-04,27.97,27.611
2021-01-11,27.90596,27.38092
2021-01-18,28.10907,27.47697
2021-01-25,28.303060000000002,27.503970000000002
2021-02-01,28.35093,27.514020000000002
2021-02-08,28.58805,27.712919999999997
2021-02-15,28.75793,27.833119999999997
2021-02-22,28.91198,27.91405
2021-03-01,29.321009999999998,28.26605
2021-03-08,29.813959999999998,28.69388
2021-03-15,30.69296,29.375970000000002
2021-03-22,31.18805,29.63398
2021-03-29,31.33392,29.72198
2021-04-05,31.334,29.722
2021-04-12,31.50792,29.67196
2021-04-19,31.54001,29.66308
2021-04-26,31.57899,29.66308
2021-05-03,31.59899,29.674
2021-05-10,31.599,29.67404
2021-05-17,32.0979,30.07107
2021-05-24,32.17204,30.093880000000002
2021-05-31,32.17793,30.085099999999997
2021-06-07,32.29407,30.24988
2021-06-14,32.33704,30.40293
2021-06-21,32.51507,30.61197
2021-06-28,32.72695,30.874950000000002
2021-07-05,32.72705,30.87488
2021-07-12,33.453019999999995,31.531
2021-07-19,33.57891,31.62909
2021-07-26,33.64396,31.66002
2021-08-02,33.65813,31.67406
2021-08-09,33.79288,31.634900000000002
2021-08-16,33.79604,31.63195
2021-08-23,33.792019999999994,31.64093
2021-08-30,33.787,31.62105
2021-09-06,33.79603,31.61408
2021-09-13,33.797,31.74305
2021-09-20,33.843129999999995,31.815939999999998
2021-09-27,33.95496,32.066069999999996
2021-10-04,34.32607,32.72104
2021-10-11,35.31807,33.966080000000005
2021-10-18,35.95593,34.76905
2021-10-25,36.436,35.4931
2021-11-01,36.81606,35.90811
2021-11-08,37.13711,36.09496
2021-11-15,37.178940000000004,36.12789
2021-11-22,37.196059999999996,36.031940000000006
2021-11-29,37.04993,35.86393
2021-12-06,36.708940000000005,35.69388
2021-12-13,36.3501,35.391980000000004
2021-12-20,36.21811,35.292019999999994
2021-12-27,36.218,35.292
2022-01-03,35.88112,35.00703
2022-01-10,35.919019999999996,34.94304
2022-01-17,36.011019999999995,35.04408
2022-01-24,36.183949999999996,35.23202
2022-01-31,36.38593,35.442980000000006
2022-02-07,36.784980000000004,35.87302
2022-02-14,37.13093,36.178059999999995
2022-02-21,37.40293,36.46589
2022-02-28,38.85709,38.18392
2022-03-07,43.57492,46.02306
2022-03-14,46.08608,49.207029999999996
2022-03-21,43.83108,45.88496
2022-03-28,44.335980000000006,47.25405
2022-04-04,44.11599,46.843
2022-04-11,42.86092,45.40594
2022-04-18,42.861,45.406
2022-04-25,42.560089999999995,44.6991
2022-05-02,42.90312,45.143980000000006
2022-05-09,44.15593,46.38507
2022-05-16,44.75302,46.23612
2022-05-23,46.058910000000004,46.14302
2022-05-30,46.55,46.03203
2022-06-06,45.90193,45.320879999999995
2022-06-13,47.32989,46.62304
2022-06-20,47.831120000000006,47.834089999999996
2022-06-27,47.81696,48.194
2022-07-04,47.88999,48.023120000000006
2022-07-11,47.6261,47.70209
2022-07-18,47.18011,47.18305
2022-07-25,46.15696,46.48205
2022-08-01,44.84907,45.390879999999996
2022-08-08,42.810050000000004,44.01399
2022-08-15,40.81396,42.51711
2022-08-22,40.31203,42.361019999999996
2022-08-29,40.530080000000005,44.959089999999996
2022-09-05,40.4601,45.481019999999994
2022-09-12,39.2061,44.74711
2022-09-19,38.53396,44.186930000000004
2022-09-26,37.758089999999996,43.099059999999994
2022-10-03,38.23293,42.95291
2022-10-10,40.99789,44.32612
2022-10-17,42.60107,46.48211
2022-10-24,42.902010000000004,47.35211
2022-10-31,42.44505,47.17907
2022-11-07,42.050940000000004,46.298019999999994
2022-11-14,41.75206,45.04492
2022-11-21,40.85792,43.28402
2022-11-28,39.8119,41.46197
2022-12-05,38.57004,40.0591
2022-12-12,37.00012,38.337
2022-12-19,36.43504,37.904050000000005
2022-12-26,36.270120000000006,37.813919999999996
2023-01-02,36.286970000000004,37.80111
2023-01-09,36.24289,37.444069999999996
2023-01-16,36.17812,37.323010000000004
2023-01-23,36.680980000000005,37.26511
2023-01-30,37.67891,37.60398
2023-02-06,37.883900000000004,37.670989999999996
2023-02-13,37.62489,36.79711
2023-02-20,37.65197,36.55806
2023-02-27,37.44698,36.352
2023-03-06,37.35508,36.21904
2023-03-13,37.20205,36.05198
2023-03-20,37.09097,35.55693
2023-03-27,36.95998,35.23205
2023-04-03,37.00004,35.01608
2023-04-10,37.54804,34.631980000000006
2023-04-17,37.83011,34.33909
2023-04-24,37.4499,33.62793
2023-05-01,37.256080000000004,32.908910000000006
2023-05-08,36.76892,32.01996
2023-05-15,36.46002,31.443
2023-05-22,36.36799,31.14388
2023-05-29,36.4441,31.08
2023-06-05,36.73993,31.30989
2023-06-12,36.82811,31.40108
2023-06-19,37.12007,31.78595
2023-06-26,37.24599,32.42893
2023-07-03,37.272980000000004,32.56398
2023-07-10,37.2461,32.50302
2023-07-17,37.26,32.74309
2023-07-24,37.28993,32.81697
2023-07-31,37.9869,33.33309
2023-08-07,39.13993,36.440889999999996
2023-08-14,39.36006,37.41995
2023-08-21,39.40193,37.77001
2023-08-28,39.595980000000004,37.94807
2023-09-04,39.76301,38.14705
2023-09-11,39.84903,38.44693
2023-09-18,40.311879999999995,39.935050000000004
2023-09-25,40.46094,40.35393
2023-10-02,40.427,40.35411
2023-10-09,40.10899,40.38093
2023-10-16,39.50211,39.89402
2023-10-23,39.092879999999994,39.63606
2023-10-30,38.84009,39.50288
2023-11-06,38.83308,39.396980000000006
2023-11-13,38.35496,39.12902
2023-11-20,38.00493,38.45992
2023-11-27,37.50497,37.822919999999996
2023-12-04,36.90202,37.496019999999994
2023-12-11,36.582910000000005,36.92794
2023-12-18,35.971940000000004,36.52391
2023-12-25,35.839940000000006,36.36393
2024-01-01,35.899989999999995,36.431059999999995
2024-01-08,36.01597,36.20698
2024-01-15,36.07305,36.186980000000005
2024-01-22,36.3591,36.52795
2024-01-29,36.663019999999996,36.799949999999995
2024-02-05,37.0989,37.296949999999995
2024-02-12,37.44397,37.66512
2024-02-19,38.2049,38.55592
2024-02-26,38.2049,38.55592
2024-03-04,38.41858,38.720699999999994
2024-03-11,38.49704,38.53299
2024-03-18,38.42395,38.45293
2024-03-25,38.49907,38.53292
2024-04-01,39.012,38.721
2024-04-08,39.66,39.135
2024-04-15,40.025,39.277
2024-04-22,40.394,39.324
2024-04-29,40.398,39.058
2024-05-06,40.223,38.524
2024-05-13,39.696,38.025
2024-05-20,39.268,37.513
2024-05-27,39.004,37.275
2024-06-03,38.591,36.794
2024-06-10,37.911,36.066
2024-06-17,37.672,35.856
2024-06-24,37.982,36.653
2024-07-01,38.256,37.002
2024-07-08,38.513,37.331
2024-07-15,38.686,37.326
2024-07-22,38.365,37.093
2024-07-29,38.151,36.838
2024-08-05,37.999,36.64
2024-08-12,37.756,36.171
2024-08-19,37.607,35.978
2024-08-26,37.236,35.541
2024-09-02,36.952,35.244
2024-09-09,36.235,34.611
2024-09-16,35.436,33.85
2024-09-23,35.301,33.732
2024-09-30,35.204,33.644
2024-10-07,35.146,33.748
2024-10-14,35.513,34.184
2024-10-21,35.805,34.481
2024-10-28,35.857,34.511
2024-11-04,35.797,34.413
2024-11-11,35.755,34.4
2024-11-18,35.204,33.644
2024-11-25,35.676,35.093
2024-12-02,35.739,35.255
2024-12-09,35.715,35.211
2024-12-16,35.623,34.915
2024-12-23,35.641,35.002
2024-12-30,35.707,35.104
2025-01-06,35.801,35.235
2025-01-13,36.004,35.492
2025-01-20,36.512,36.077
2025-01-27,36.81,36.369
2025-02-03,36.506,36.013
2025-02-10,36.455,35.963
2025-02-17,36.516,36.053
2025-02-24,36.511,36.035
2025-03-03,36.171,35.659
2025-03-10,35.591,35.199
2025-03-17,35.001,34.612
2025-03-24,34.708,34.346
2025-03-31,34.802,34.343
2025-04-07,35.02,34.365
2025-04-14,34.497,33.521
2025-04-21,34.247,33.233
2025-04-28,34.175,33.125
2025-05-05,34.022,32.904
2025-05-12,33.901,32.646
2025-05-19,33.924,32.567
2025-05-26,33.91,32.559
2025-06-02,33.89,32.526
2025-06-09,33.889,32.51
2025-06-16,33.949,32.63
2025-06-23,34.873,33.708
2025-06-30,34.903,33.813
2025-07-07,34.725,33.743
2025-07-14,34.702,33.983
2025-07-21,34.694,34.007
2025-07-28,34.67,34.072
2025-08-04,34.662,34.064
2025-08-11,34.52,33.881
2025-08-18,34.424,33.341
2025-08-25,34.255,33.086
2025-09-01,34.204,33.019
2025-09-08,34.298,33.169
2025-09-15,34.355,33.227
2025-09-22,34.361,33.249
2025-09-29,34.385,33.29
2025-10-06,34.376,33.284
2025-10-13,34.37,33.283
2025-10-20,34.229,32.994
2025-10-27,34.217,32.992
2025-11-03,34.456,33.368
2025-11-10,34.541,33.757
2025-11-17,34.697,34.258
2025-11-24,34.899,34.751
2025-12-01,34.63,34.605
2025-12-08,34.324,34.014
2025-12-15,33.9,33.474
2025-12-22,33.32,32.723
2025-12-29,33.246,32.659
2026-01-05,33.06,32.503
2026-01-12,32.911,32.359
2026-01-19,32.884,32.338
2026-01-26,32.998,32.531
2026-02-02,33.215,32.818
2026-02-09,33.225,32.992
2026-02-16,33.138,32.923
2026-02-23,33.229,33.004
2026-03-02,33.79,33.486
2026-03-09,36.136,38.928
2026-03-16,38.153,42.541
2026-03-23,40.833,46.848
2026-03-30,41.376,48.29
2026-04-06,41.523,48.494
2026-04-13,41.271,45.567
2026-04-20,40.621,42.654
2026-04-27,41.0,41.589
2026-05-04,42.282,43.027
2026-05-11,42.608,42.594
2026-05-18,42.379,40.689
2026-05-25,43.223,40.694
2026-06-01,41.661,38.458
2026-06-08,40.457,38.206
2026-06-15,39.915,37.822
2026-06-22,38.819,35.635
2026-06-29,38.765,35.063
2026-07-06,39.151,35.503
2026-07-13,39.812,36.786
2026-07-20,41.613,41.297
2026-07-27,42.181,43.83
2026-08-03,42.224,44.631
2026-08-10,41.304,43.973
2026-08-17,41.469,44.626
2026-08-24,41.908,45.76
2026-08-31,42.023,45.915
2026-09-07,43.708,47.389
2026-09-14,44.403,48.366
