source_month,official_sitc,official_cpa,prior_cache,frozen_core,difference_vs_official_cpa,difference_vs_prior_cache,difference_vs_frozen_core
2011-03,0.7999999999999972,,0.7999999999999972,,,0.0,
2011-04,0.09999999999999432,,0.09999999999999432,,,0.0,
2011-05,0.09999999999999432,,0.09999999999999432,,,0.0,
2011-06,-0.5,,-0.5,,,0.0,
2011-07,0.5,,0.5,,,0.0,
2011-08,-0.5999999999999943,,-0.5999999999999943,,,0.0,
2011-09,1.5,,1.5,,,0.0,
2011-10,0.9000000000000057,,0.9000000000000057,,,0.0,
2011-11,1.7999999999999972,,1.7999999999999972,,,0.0,
2011-12,0.7999999999999972,,0.7999999999999972,,,0.0,
2012-01,1.4000000000000057,,1.4000000000000057,,,0.0,
2012-02,-1.2000000000000028,,-1.2000000000000028,,,0.0,
2012-03,-0.7000000000000028,,-0.7000000000000028,,,0.0,
2012-04,0.4000000000000057,,0.4000000000000057,,,0.0,
2012-05,1.7000000000000028,,1.7000000000000028,,,0.0,
2012-06,-0.09999999999999432,,-0.09999999999999432,,,0.0,
2012-07,-0.5,,-0.5,,,0.0,
2012-08,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2012-09,-1.2999999999999972,,-1.2999999999999972,,,0.0,
2012-10,0.29999999999999716,,0.29999999999999716,,,0.0,
2012-11,0.9000000000000057,,0.9000000000000057,,,0.0,
2012-12,-1.0999999999999943,,-1.0999999999999943,,,0.0,
2013-01,0.5,,0.5,,,0.0,
2013-02,-0.20000000000000284,,-0.20000000000000284,,,0.0,
2013-03,0.9000000000000057,,0.9000000000000057,,,0.0,
2013-04,0.09999999999999432,,0.09999999999999432,,,0.0,
2013-05,-0.20000000000000284,,-0.20000000000000284,,,0.0,
2013-06,-1.0,,-1.0,,,0.0,
2013-07,0.5,,0.5,,,0.0,
2013-08,-0.7999999999999972,,-0.7999999999999972,,,0.0,
2013-09,-0.20000000000000284,,-0.20000000000000284,,,0.0,
2013-10,-1.0999999999999943,,-1.0999999999999943,,,0.0,
2013-11,3.5999999999999943,,3.5999999999999943,,,0.0,
2013-12,1.7000000000000028,,1.7000000000000028,,,0.0,
2014-01,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2014-02,-0.20000000000000284,,-0.20000000000000284,,,0.0,
2014-03,-0.7999999999999972,,-0.7999999999999972,,,0.0,
2014-04,-0.4000000000000057,,-0.4000000000000057,,,0.0,
2014-05,0.0,,0.0,,,0.0,
2014-06,0.29999999999999716,,0.29999999999999716,,,0.0,
2014-07,0.0,,0.0,,,0.0,
2014-08,0.7000000000000028,,0.7000000000000028,,,0.0,
2014-09,0.0,,0.0,,,0.0,
2014-10,-0.09999999999999432,,-0.09999999999999432,,,0.0,
2014-11,0.0,,0.0,,,0.0,
2014-12,-1.0999999999999943,,-1.0999999999999943,,,0.0,
2015-01,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.2000000000000028,0.0,0.0,-5.551115123125783e-17
2015-02,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2015-03,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2015-04,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2015-05,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2015-06,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2015-07,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,0.0,0.0,0.0
2015-08,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2015-09,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,0.0,0.0,0.0
2015-10,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2015-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12,-1.2000000000000028,-1.2000000000000028,-1.2000000000000028,-1.2000000000000028,0.0,0.0,0.0
2016-01,-1.5,-1.5,-1.5,-1.5,0.0,0.0,0.0
2016-02,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2016-03,0.20000000000000284,0.20000000000000284,0.20000000000000284,0.2000000000000028,0.0,0.0,5.551115123125783e-17
2016-04,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2016-05,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2016-06,0.7000000000000028,0.7000000000000028,0.7000000000000028,0.7000000000000028,0.0,0.0,0.0
2016-07,0.20000000000000284,0.20000000000000284,0.20000000000000284,0.2000000000000028,0.0,0.0,5.551115123125783e-17
2016-08,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2016-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10,0.9000000000000057,0.9000000000000057,0.9000000000000057,0.9000000000000057,0.0,0.0,0.0
2016-11,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2016-12,1.2999999999999972,1.2999999999999972,1.2999999999999972,1.2999999999999972,0.0,0.0,0.0
2017-01,1.0999999999999943,1.0999999999999943,1.0999999999999943,1.0999999999999943,0.0,0.0,0.0
2017-02,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2017-03,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.2000000000000028,0.0,0.0,-5.551115123125783e-17
2017-04,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2017-05,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,0.0,0.0,0.0
2017-06,-1.9000000000000057,-1.9000000000000057,-1.9000000000000057,-1.9000000000000057,0.0,0.0,0.0
2017-07,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2017-08,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2017-09,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2017-10,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0
2017-11,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2017-12,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2018-01,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2018-02,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2018-03,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2018-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,1.7000000000000028,1.7000000000000028,1.7000000000000028,1.7000000000000028,0.0,0.0,0.0
2018-06,1.2999999999999972,1.2999999999999972,1.2999999999999972,1.2999999999999972,0.0,0.0,0.0
2018-07,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.0,0.0,0.0
2018-08,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2018-09,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2018-10,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2018-11,0.09999999999999432,0.09999999999999432,0.09999999999999432,0.0999999999999943,0.0,0.0,1.3877787807814457e-17
2018-12,-1.2999999999999972,-1.2999999999999972,-1.2999999999999972,-1.2999999999999972,0.0,0.0,0.0
2019-01,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2019-02,0.5,0.5,0.5,0.5,0.0,0.0,0.0
2019-03,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2019-04,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.0,0.0,0.0
2019-05,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2019-06,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,0.0,0.0,0.0
2019-07,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2019-08,0.5,0.5,0.5,0.5,0.0,0.0,0.0
2019-09,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2019-10,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2019-11,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.2000000000000028,0.0,0.0,-5.551115123125783e-17
2019-12,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2020-01,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,0.0,0.0,0.0
2020-02,-1.2999999999999972,-1.2999999999999972,-1.2999999999999972,-1.2999999999999972,0.0,0.0,0.0
2020-03,2.9000000000000057,2.9000000000000057,2.9000000000000057,2.9000000000000057,0.0,0.0,0.0
2020-04,1.7000000000000028,1.7000000000000028,1.7000000000000028,1.7000000000000028,0.0,0.0,0.0
2020-05,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2020-06,-2.200000000000003,-2.200000000000003,-2.200000000000003,-2.200000000000003,0.0,0.0,0.0
2020-07,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2020-08,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2020-09,1.9000000000000057,1.9000000000000057,1.9000000000000057,1.9000000000000057,0.0,0.0,0.0
2020-10,1.5999999999999943,1.5999999999999943,1.5999999999999943,1.5999999999999943,0.0,0.0,0.0
2020-11,-1.7999999999999972,-1.7999999999999972,-1.7999999999999972,-1.7999999999999972,0.0,0.0,0.0
2020-12,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2021-01,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2021-02,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2021-03,2.299999999999997,2.299999999999997,2.299999999999997,2.299999999999997,0.0,0.0,0.0
2021-04,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2021-05,0.09999999999999432,0.09999999999999432,0.09999999999999432,0.0999999999999943,0.0,0.0,1.3877787807814457e-17
2021-06,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,0.0,0.0,0.0
2021-07,2.4000000000000057,2.4000000000000057,2.4000000000000057,2.4000000000000057,0.0,0.0,0.0
2021-08,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2021-09,1.4000000000000057,1.4000000000000057,1.4000000000000057,1.4000000000000057,0.0,0.0,0.0
2021-10,2.5999999999999943,2.5999999999999943,2.5999999999999943,2.5999999999999943,0.0,0.0,0.0
2021-11,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2021-12,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2022-01,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2022-02,1.5,1.5,1.5,1.5,0.0,0.0,0.0
2022-03,7.0,7.0,7.0,7.0,0.0,0.0,0.0
2022-04,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2022-05,2.0999999999999943,2.0999999999999943,2.0999999999999943,2.0999999999999943,0.0,0.0,0.0
2022-06,1.4000000000000057,1.4000000000000057,1.4000000000000057,1.4000000000000057,0.0,0.0,0.0
2022-07,2.700000000000003,2.700000000000003,2.700000000000003,2.700000000000003,0.0,0.0,0.0
2022-08,2.5999999999999943,2.5999999999999943,2.5999999999999943,2.5999999999999943,0.0,0.0,0.0
2022-09,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
2022-10,-2.200000000000003,-2.200000000000003,-2.200000000000003,-2.200000000000003,0.0,0.0,0.0
2022-11,-1.7999999999999972,-1.7999999999999972,-1.7999999999999972,-1.7999999999999972,0.0,0.0,0.0
2022-12,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,-0.7999999999999972,0.0,0.0,0.0
2023-01,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0
2023-02,-1.5,-1.5,-1.5,-1.5,0.0,0.0,0.0
2023-03,-0.9000000000000057,-0.9000000000000057,-0.9000000000000057,-0.9000000000000057,0.0,0.0,0.0
2023-04,-2.9000000000000057,-2.9000000000000057,-2.9000000000000057,-2.9000000000000057,0.0,0.0,0.0
2023-05,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,0.0,0.0,0.0
2023-06,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2023-07,0.09999999999999432,0.09999999999999432,0.09999999999999432,0.0999999999999943,0.0,0.0,1.3877787807814457e-17
2023-08,1.2999999999999972,1.2999999999999972,1.2999999999999972,1.2999999999999972,0.0,0.0,0.0
2023-09,2.0,2.0,2.0,2.0,0.0,0.0,0.0
2023-10,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2023-11,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
2023-12,-1.2000000000000028,-1.2000000000000028,-1.2000000000000028,-1.2000000000000028,0.0,0.0,0.0
2024-01,0.29999999999999716,0.29999999999999716,0.29999999999999716,0.2999999999999971,0.0,0.0,5.551115123125783e-17
2024-02,1.2999999999999972,1.2999999999999972,1.2999999999999972,1.2999999999999972,0.0,0.0,0.0
2024-03,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2024-04,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2024-05,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,-1.4000000000000057,0.0,0.0,0.0
2024-06,0.09999999999999432,0.09999999999999432,0.09999999999999432,0.0999999999999943,0.0,0.0,1.3877787807814457e-17
2024-07,1.7999999999999972,1.7999999999999972,1.7999999999999972,1.7999999999999972,0.0,0.0,0.0
2024-08,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2024-09,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2024-10,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2024-11,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.0,0.0,0.0
2024-12,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.2000000000000028,0.0,0.0,-5.551115123125783e-17
2025-01,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.5999999999999943,0.0,0.0,0.0
2025-02,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,-0.2999999999999971,0.0,0.0,-5.551115123125783e-17
2025-03,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2025-04,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,-1.0999999999999943,0.0,0.0,0.0
2025-05,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,0.0,0.0,0.0
2025-06,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2025-07,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,-0.7000000000000028,0.0,0.0,0.0
2025-08,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,-0.5999999999999943,0.0,0.0,0.0
2025-09,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0
2025-10,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,-0.4000000000000057,0.0,0.0,0.0
2025-11,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2025-12,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.2000000000000028,0.0,0.0,-5.551115123125783e-17
2026-01,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.0,0.0,0.0
2026-02,-0.09999999999999432,-0.09999999999999432,-0.09999999999999432,-0.0999999999999943,0.0,0.0,-1.3877787807814457e-17
2026-03,2.5,2.5,2.5,2.5,0.0,0.0,0.0
2026-04,2.700000000000003,2.700000000000003,2.700000000000003,2.700000000000003,0.0,0.0,0.0
2026-05,0.7000000000000028,0.7000000000000028,0.7000000000000028,0.7,0.0,0.0,2.886579864025407e-15
2026-06,-0.29999999999999716,-0.29999999999999716,-0.29999999999999716,,0.0,0.0,
