as_of_utc,target,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin,h,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core,legacy_source_fallback_used,legacy_source_origin_status,legacy_source_converged,fuel_fallback_used,energy_scenario_status,yy_exante,cumulative_log_forecast,cumulative_log_actual
2019-03-10T22:59:00+00:00,2020-01,FUEL_SPOT_ECM_R17,0.8688960416044095,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.21831498752330344,0.19659235308521242,0.23070992899966175,0.21428908243768857,0.0008118462597222125,0.00817784329882101,0.3988592845907655,1.1067664352311466,1.5,2.3255735322844586,0.027924700054360718,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.1347236264449156,2.769343286611053,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,FUEL_SPOT_ECM_R17,0.34534921680424563,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.22462992846916668,0.05402208020178912,0.007690330966655392,0.008175503106441186,0.0004711825399085346,0.05036019152028474,0.41039661813105244,0.3041309806327488,0.05,0.08872469572955288,0.016207047751011124,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.163092824327051,3.1140975424095205,3.660060864484629
2019-03-10T22:59:00+00:00,2019-02,FUEL_ANNUAL_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,estimated,2.8136990211578414,0.0,0.0
2019-03-10T22:59:00+00:00,2019-03,FUEL_ANNUAL_R17,0.1298787771399153,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.1021831410658938,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.04307737538698545,-0.04352503322500508,0.18668757012584491,-0.19116997637700336,0.1,0.5070259413749834,1.4817125439763323,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.0458406561368587,0.12979450761375347,0.18621979310646208
2019-03-10T22:59:00+00:00,2019-04,FUEL_ANNUAL_R17,0.3607053487505063,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.2963416119736432,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.04682918044696216,-0.020802850859280558,0.5414131420256466,-0.21039972272790136,0.1,0.6547269024545554,1.6107616462018333,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.1212072069824357,0.4898508747605458,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,FUEL_ANNUAL_R17,0.27603268195888814,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.1406150016968319,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.024324507538914072,0.02992800526106615,0.25690219263366393,0.30790890503174134,0.1,0.12036906490745512,0.8366788278689987,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,2.914382743941773,0.7655032861318891,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,FUEL_ANNUAL_R17,0.19242880576086938,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17729163594452335,0.005100922724413865,0.0,-0.0040829653995750155,0.012254318559909489,0.0018648939315976873,0.32391003420784753,0.02871693619559069,0.0,-0.0443104061040811,0.4215061239219691,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.7218423144090416,0.9577471848379513,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,FUEL_ANNUAL_R17,0.3538747511060803,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.3220129223611995,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.007785619736990533,-0.0006521993262344136,0.5883143676897583,-0.16378665538176962,0.05,0.5006382609860527,0.26779835872762714,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.89048064367831,1.3109972724970604,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,FUEL_ANNUAL_R17,0.0618139172095494,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15123170824385182,-0.09989467482118043,0.0,-0.030673282247466654,0.003931074335241075,0.037219091699103604,0.2762988086245952,-0.5623823684662368,0.0,-0.3328819766809238,0.13521534451678524,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.8568630731364326,1.3727920927741089,1.571923259249096
2019-03-10T22:59:00+00:00,2019-09,FUEL_ANNUAL_R17,-0.07698331376989548,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.14527639770367962,0.07449635448437636,0.015380661933310783,0.026029154569884028,0.0012852457589975653,-0.04889833281278459,-0.2654185162153744,0.41939609245457943,0.1,0.2824815536417502,0.044208003530652004,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.0696624982402096,1.2957791316345568,1.019943936889315
2019-03-10T22:59:00+00:00,2019-10,FUEL_ANNUAL_R17,0.33194361325527316,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.26198806592604845,0.06655582208021883,0.0,0.01070812796820212,-0.000282628642072678,-0.007025774077123541,0.4786495592082417,0.3746928544859207,0.0,0.11621002199403706,-0.00972144659427427,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.021562468936657,1.6271730282415484,1.4801380302262204
2019-03-10T22:59:00+00:00,2019-11,FUEL_ANNUAL_R17,0.08920471087230353,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.06823672774000134,0.016425382251213462,0.0,-0.007630898881345322,-0.0011656094228678351,0.013339109185301897,0.12466781469268841,0.09247084882088372,0.0,-0.0828143751614413,-0.04009292784727261,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.210831264613397,1.7163379753573151,1.7552413674152
2019-03-10T22:59:00+00:00,2019-12,FUEL_ANNUAL_R17,0.16277642119926203,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.16016541513940494,0.07045666951594895,0.0,-0.04753595728397575,-0.001970170063176689,-0.018339536108939423,0.29262060119380007,0.396653662946015,0.0,-0.5158842570692518,-0.06776702782262589,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.2813069599962894,1.878982059329823,1.938224035122816
2019-03-10T22:59:00+00:00,2020-01,FUEL_ANNUAL_R17,0.8656810220216821,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.21831498752330344,0.19659235308521242,0.23070992899966175,0.21428908243768857,-0.0024031733230051667,0.00817784329882101,0.3988592845907655,1.1067664352311466,1.5,2.3255735322844586,-0.08266084054698085,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.105431607529074,2.7409375485727234,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,FUEL_ANNUAL_R17,0.34248999851705714,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.22462992846916668,0.05402208020178912,0.007690330966655392,0.008175503106441186,-0.002388035747279978,0.05036019152028474,0.41039661813105244,0.3041309806327488,0.05,0.08872469572955288,-0.08214016036078314,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.1308540764923753,3.0828423857930045,3.660060864484629
2019-03-10T22:59:00+00:00,2019-02,FUEL_ANNUAL_LOW_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,estimated,2.8136990211578414,0.0,0.0
2019-03-10T22:59:00+00:00,2019-03,FUEL_ANNUAL_LOW_R17,0.12950510711191776,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.1021831410658938,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.0427037053589879,-0.04352503322500508,0.18668757012584491,-0.19116997637700336,0.1,0.5070259413749834,1.4688595889664682,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.0454561041666253,0.12942132157797304,0.18621979310646208
2019-03-10T22:59:00+00:00,2019-04,FUEL_ANNUAL_LOW_R17,0.3522445780147163,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.2963416119736432,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.038368409711172155,-0.020802850859280558,0.5414131420256466,-0.21039972272790136,0.1,0.6547269024545554,1.3197404310440635,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.1121289151635105,0.48104697138052965,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,FUEL_ANNUAL_LOW_R17,0.26137053848126857,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.1406150016968319,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.009662364061294509,0.02992800526106615,0.25690219263366393,0.30790890503174134,0.1,0.12036906490745512,0.3323518646498501,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,2.890276067405655,0.7420765310860132,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,FUEL_ANNUAL_LOW_R17,0.17815437989523264,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17729163594452335,0.005100922724413865,0.0,-0.0040829653995750155,-0.0020201073057272358,0.0018648939315976873,0.32391003420784753,0.02871693619559069,0.0,-0.0443104061040811,-0.0694846960425214,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.683149374945792,0.9200724042956792,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,FUEL_ANNUAL_LOW_R17,0.3373784194381903,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.3220129223611995,-0.029093043446636598,0.007690330966655392,0.046131120814105864,-0.00871071193089944,-0.0006521993262344136,0.5883143676897583,-0.16378665538176962,0.05,0.5006382609860527,-0.2996183267673591,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.8348172498782325,1.2568829795750196,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,FUEL_ANNUAL_LOW_R17,0.045146011499342324,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15123170824385182,-0.09989467482118043,0.0,-0.030673282247466654,-0.012736831374966001,0.037219091699103604,0.2762988086245952,-0.5623823684662368,0.0,-0.3328819766809238,-0.4381028939033308,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.7840936414169306,1.302018803328716,1.571923259249096
2019-03-10T22:59:00+00:00,2019-09,FUEL_ANNUAL_LOW_R17,-0.09366758475848959,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.14527639770367962,0.07449635448437636,0.015380661933310783,0.026029154569884028,-0.015399025229596552,-0.04889833281278459,-0.2654185162153744,0.41939609245457943,0.1,0.2824815536417502,-0.5296731437959121,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.979545019817205,1.2083073230753465,1.019943936889315
2019-03-10T22:59:00+00:00,2019-10,FUEL_ANNUAL_LOW_R17,0.31533888895932194,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.26198806592604845,0.06655582208021883,0.0,0.01070812796820212,-0.016887352938023906,-0.007025774077123541,0.4786495592082417,0.3746928544859207,0.0,0.11621002199403706,-0.5808664631500579,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.9144521028514925,1.523150061723173,1.4801380302262204
2019-03-10T22:59:00+00:00,2019-11,FUEL_ANNUAL_LOW_R17,0.07457223407860919,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.06823672774000134,0.016425382251213462,0.0,-0.007630898881345322,-0.01579808621656218,0.013339109185301897,0.12466781469268841,0.09247084882088372,0.0,-0.0828143751614413,-0.5433994598698758,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.088450964601325,1.5976945045268296,1.7552413674152
2019-03-10T22:59:00+00:00,2019-12,FUEL_ANNUAL_LOW_R17,0.14651742936463802,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.16016541513940494,0.07045666951594895,0.0,-0.04753595728397575,-0.01822916189780068,-0.018339536108939423,0.29262060119380007,0.396653662946015,0.0,-0.5158842570692518,-0.6270200449191493,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.1420977643293857,1.7441047018355853,1.938224035122816
2019-03-10T22:59:00+00:00,2020-01,FUEL_ANNUAL_LOW_R17,0.8496419228353904,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.21831498752330344,0.19659235308521242,0.23070992899966175,0.21428908243768857,-0.018442272509296826,0.00817784329882101,0.3988592845907655,1.1067664352311466,1.5,2.3255735322844586,-0.6343503119902416,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.9500863147045915,2.590157483256455,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,FUEL_ANNUAL_LOW_R17,0.3284464770348865,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.22462992846916668,0.05402208020178912,0.007690330966655392,0.008175503106441186,-0.01643155722945061,0.05036019152028474,0.41039661813105244,0.3041309806327488,0.05,0.08872469572955288,-0.565188669115102,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.9610584579542136,2.9180657530098686,3.660060864484629
2019-03-10T22:59:00+00:00,2019-02,FUEL_ANNUAL_HIGH_R17,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,estimated,2.8136990211578414,0.0,0.0
2019-03-10T22:59:00+00:00,2019-03,FUEL_ANNUAL_HIGH_R17,0.1301854129313041,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,1,research_estimated,0.1021831410658938,-0.033957079198331935,0.015380661933310783,0.04671971117706229,0.04338401117837423,-0.04352503322500508,0.18668757012584491,-0.19116997637700336,0.1,0.5070259413749834,1.4922597533745663,-0.04352503322500508,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.046156221713137,0.13010074519799592,0.18621979310646208
2019-03-10T22:59:00+00:00,2019-04,FUEL_ANNUAL_HIGH_R17,0.36772911035790024,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,2,research_estimated,0.2963416119736432,-0.03737281441040067,0.015380661933310783,0.06032955966627137,0.0538529420543561,-0.020802850859280558,0.5414131420256466,-0.21039972272790136,0.1,0.6547269024545554,1.8523547234513629,-0.020802850859280558,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,3.128739981276078,0.49715538504012113,0.2791998091031148
2019-03-10T22:59:00+00:00,2019-05,FUEL_ANNUAL_HIGH_R17,0.2884041015292847,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,3,research_estimated,0.1406150016968319,0.05469314414421964,0.015380661933310783,0.011091361384545593,0.03669592710931065,0.02992800526106615,0.25690219263366393,0.30790890503174134,0.1,0.12036906490745512,1.2622128210516248,0.02992800526106615,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,True,failed_nonfinite,False,False,estimated,2.934598260083373,0.7851443998337769,0.9276504370292084
2019-03-10T22:59:00+00:00,2019-06,FUEL_ANNUAL_HIGH_R17,0.20471313180675002,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,4,research_estimated,0.17729163594452335,0.005100922724413865,0.0,-0.0040829653995750155,0.024538644605790142,0.0018648939315976873,0.32391003420784753,0.02871693619559069,0.0,-0.0443104061040811,0.844044401450727,0.0018648939315976873,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.7546169343643907,0.9896482798374712,1.112152334386138
2019-03-10T22:59:00+00:00,2019-07,FUEL_ANNUAL_HIGH_R17,0.3683846480428711,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,5,research_estimated,0.3220129223611995,-0.029093043446636598,0.007690330966655392,0.046131120814105864,0.02229551667378132,-0.0006521993262344136,0.5883143676897583,-0.16378665538176962,0.05,0.5006382609860527,0.7668885681451234,-0.0006521993262344136,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.9381904742258707,1.3573560534607576,1.4801380302261997
2019-03-10T22:59:00+00:00,2019-08,FUEL_ANNUAL_HIGH_R17,0.07678420391130458,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,6,research_estimated,0.15123170824385182,-0.09989467482118043,0.0,-0.030673282247466654,0.01890136103699626,0.037219091699103604,0.2762988086245952,-0.5623823684662368,0.0,-0.3328819766809238,0.6501413676006861,0.037219091699103604,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,2.9199529060167353,1.4341107933837052,1.571923259249096
2019-03-10T22:59:00+00:00,2019-09,FUEL_ANNUAL_HIGH_R17,-0.061638757111455514,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,7,research_estimated,-0.14527639770367962,0.07449635448437636,0.015380661933310783,0.026029154569884028,0.016629802417437528,-0.04889833281278459,-0.2654185162153744,0.41939609245457943,0.1,0.2824815536417502,0.5720076170938108,-0.04889833281278459,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.148720332834383,1.3724530317805355,1.019943936889315
2019-03-10T22:59:00+00:00,2019-10,FUEL_ANNUAL_HIGH_R17,0.3475495051480643,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,8,research_estimated,0.26198806592604845,0.06655582208021883,0.0,0.01070812796820212,0.015323263250718477,-0.007025774077123541,0.4786495592082417,0.3746928544859207,0.0,0.11621002199403706,0.5270671940728464,-0.007025774077123541,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.116619942559519,1.71939997935626,1.4801380302262204
2019-03-10T22:59:00+00:00,2019-11,FUEL_ANNUAL_HIGH_R17,0.10326424480320567,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,9,research_estimated,0.06823672774000134,0.016425382251213462,0.0,-0.007630898881345322,0.012893924508034307,0.013339109185301897,0.12466781469268841,0.09247084882088372,0.0,-0.0828143751614413,0.4435063536951308,0.013339109185301897,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.32057478176995,1.822610943315078,1.7552413674152
2019-03-10T22:59:00+00:00,2019-12,FUEL_ANNUAL_HIGH_R17,0.17877480865112927,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,10,research_estimated,0.16016541513940494,0.07045666951594895,0.0,-0.04753595728397575,0.014028217388690553,-0.018339536108939423,0.29262060119380007,0.396653662946015,0.0,-0.5158842570692518,0.4825221009339744,-0.018339536108939423,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.4076394454619567,2.001226140007502,1.938224035122816
2019-03-10T22:59:00+00:00,2020-01,FUEL_ANNUAL_HIGH_R17,0.881829156647408,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,11,research_estimated,0.21831498752330344,0.19659235308521242,0.23070992899966175,0.21428908243768857,0.01374496130272078,0.00817784329882101,0.3988592845907655,1.1067664352311466,1.5,2.3255735322844586,0.47277907244236744,0.00817784329882101,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.2480758635951865,2.8791898909096516,3.3901551675681305
2019-03-10T22:59:00+00:00,2020-02,FUEL_ANNUAL_HIGH_R17,0.35696219449811684,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,,research_estimated,True,False,2019-01,sa,2019-02,336,2019-02,12,research_estimated,0.22462992846916668,0.05402208020178912,0.007690330966655392,0.008175503106441186,0.01208416023377971,0.05036019152028474,0.41039661813105244,0.3041309806327488,0.05,0.08872469572955288,0.4156532667313084,0.05036019152028474,0.177627679,0.029072694,0.092144617,0.15380661933310782,0.5473483906668922,False,failed_nonfinite,True,False,estimated,3.288428438528699,3.235516487480053,3.660060864484629
2019-04-09T21:59:00+00:00,2019-03,FUEL_SPOT_ECM_R17,0.0994602395416571,,0.0994602395416571,0.1863932898415576,HARD_BASE,0.1863932898415576,2.969348659003822,,research_estimated,True,False,2019-02,sa,2019-03,337,2019-03,0,research_estimated,,,,,,,,,,,,,,,,,,False,failed_nonfinite,True,False,estimated,2.8800008017511463,0.0,0.0
2019-04-09T21:59:00+00:00,2019-04,FUEL_SPOT_ECM_R17,0.3785487546696844,,0.0994602395416571,0.1863932898415576,HARD_BASE,0.0930232558139509,2.769818529130847,,research_estimated,True,False,2019-02,sa,2019-03,337,2019-03,1,research_estimated,0.2697815219627089,-0.02969200962983421,0.014934317112857419,0.06032955966627137,0.08444456123741488,-0.021249195679733917,0.4889012938078136,-0.1671586871876776,0.1,0.6547269024545554,2.904600489979184,-0.021249195679733917,0.177627679,0.029072694,0.092144617,0.14934317112857418,0.5518118388714258,False,failed_nonfinite,True,False,estimated,2.9735507556717478,0.3778340619438247,0.09298001599665273
2019-04-09T21:59:00+00:00,2019-05,FUEL_SPOT_ECM_R17,0.2636289010424373,,0.0994602395416571,0.1863932898415576,HARD_BASE,0.6505576208178487,2.9467680608364977,,research_estimated,True,False,2019-02,sa,2019-03,337,2019-03,2,research_estimated,0.11395766404944459,0.06266181340823944,0.014934317112857419,0.011091361384545593,0.031167326031397432,0.02981641905595281,0.20651543881789955,0.3527705465781571,0.1,0.12036906490745512,1.0720480885396253,0.02981641905595281,0.177627679,0.029072694,0.092144617,0.14934317112857418,0.5518118388714258,True,failed_nonfinite,False,False,estimated,2.7543105316542595,0.6411160715359323,0.7414306439227463
