model,clock,threshold,sample,scope,considered_pairs,all_calls,calls_without_eligible_revision,n_pairs,n_reports,n_target_quarters,calls,revision_direction_matches,revision_confirmations,mature_calls,material_gains,material_losses,joint_successes,unconfirmed_calls,mean_abs_error_gain
FOOD_ECM_A005_R27,cutoff,0.3,full,all_pairs,161,42,22,36,18,19,20,12,7,19,6,13,3,13,-0.2472336575006471
FOOD_ECM_A005_R27,cutoff,0.3,full,first_call_episodes,35,35,16,19,12,14,19,11,7,18,6,12,3,12,-0.2135224281933918
FOOD_ECM_A005_R27,cutoff,0.3,reports_2024plus,all_pairs,93,14,7,20,10,11,7,3,2,6,2,4,0,5,-0.175428437727868
FOOD_ECM_A005_R27,cutoff,0.3,reports_2024plus,first_call_episodes,13,13,6,7,4,7,7,3,2,6,2,4,0,5,-0.175428437727868
FOOD_ECM_A005_R27,cutoff,0.5,full,all_pairs,161,28,16,36,18,19,12,8,4,12,5,7,3,8,-0.2433253808472681
FOOD_ECM_A005_R27,cutoff,0.5,full,first_call_episodes,23,23,11,12,8,9,12,8,4,12,5,7,3,8,-0.2433253808472681
FOOD_ECM_A005_R27,cutoff,0.5,reports_2024plus,all_pairs,93,3,2,20,10,11,1,0,0,1,1,0,0,1,0.19052758974285977
FOOD_ECM_A005_R27,cutoff,0.5,reports_2024plus,first_call_episodes,3,3,2,1,1,1,1,0,0,1,1,0,0,1,0.19052758974285977
FOOD_ECM_A005_R27,report,0.3,full,all_pairs,161,37,17,36,18,19,20,15,9,20,7,12,3,11,-0.11842380513134657
FOOD_ECM_A005_R27,report,0.3,full,first_call_episodes,32,32,15,17,11,12,17,12,8,17,6,10,3,9,-0.09696015337935492
FOOD_ECM_A005_R27,report,0.3,reports_2024plus,all_pairs,93,11,6,20,10,11,5,3,2,5,2,2,0,3,-0.21279596759658123
FOOD_ECM_A005_R27,report,0.3,reports_2024plus,first_call_episodes,10,10,5,5,3,4,5,3,2,5,2,2,0,3,-0.21279596759658123
FOOD_ECM_A005_R27,report,0.5,full,all_pairs,161,28,13,36,18,19,15,12,7,15,5,10,3,8,-0.15946784090661917
FOOD_ECM_A005_R27,report,0.5,full,first_call_episodes,26,26,12,14,10,10,14,11,7,14,5,9,3,7,-0.10985584489771749
FOOD_ECM_A005_R27,report,0.5,reports_2024plus,all_pairs,93,5,2,20,10,11,3,2,1,3,1,2,0,2,-0.4173299883782777
FOOD_ECM_A005_R27,report,0.5,reports_2024plus,first_call_episodes,5,5,2,3,2,2,3,2,1,3,1,2,0,2,-0.4173299883782777
FOOD_ECM_A010_R27,cutoff,0.3,full,all_pairs,161,43,22,36,18,19,21,12,7,20,6,13,3,14,-0.21545906934743106
FOOD_ECM_A010_R27,cutoff,0.3,full,first_call_episodes,36,36,16,20,12,14,20,11,7,19,6,12,3,13,-0.18363476907965884
FOOD_ECM_A010_R27,cutoff,0.3,reports_2024plus,all_pairs,93,14,7,20,10,11,7,3,2,6,1,4,0,5,-0.2015001765674653
FOOD_ECM_A010_R27,cutoff,0.3,reports_2024plus,first_call_episodes,13,13,6,7,4,7,7,3,2,6,1,4,0,5,-0.2015001765674653
FOOD_ECM_A010_R27,cutoff,0.5,full,all_pairs,161,29,16,36,18,19,13,8,4,13,5,7,3,9,-0.19356082111163941
FOOD_ECM_A010_R27,cutoff,0.5,full,first_call_episodes,24,24,11,13,8,10,13,8,4,13,5,7,3,9,-0.19356082111163941
FOOD_ECM_A010_R27,cutoff,0.5,reports_2024plus,all_pairs,93,4,2,20,10,11,2,0,0,2,1,0,0,2,0.16289397166384
FOOD_ECM_A010_R27,cutoff,0.5,reports_2024plus,first_call_episodes,4,4,2,2,1,2,2,0,0,2,1,0,0,2,0.16289397166384
FOOD_ECM_A010_R27,report,0.3,full,all_pairs,161,37,18,36,18,19,19,14,8,19,6,11,3,11,-0.09769967155455891
FOOD_ECM_A010_R27,report,0.3,full,first_call_episodes,33,33,16,17,11,12,17,12,8,17,5,10,3,9,-0.09024525056622475
FOOD_ECM_A010_R27,report,0.3,reports_2024plus,all_pairs,93,12,7,20,10,11,5,3,2,5,1,2,0,3,-0.2375989329300512
FOOD_ECM_A010_R27,report,0.3,reports_2024plus,first_call_episodes,11,11,6,5,3,4,5,3,2,5,1,2,0,3,-0.2375989329300512
FOOD_ECM_A010_R27,report,0.5,full,all_pairs,161,28,12,36,18,19,16,12,7,16,5,10,3,9,-0.11766258534602766
FOOD_ECM_A010_R27,report,0.5,full,first_call_episodes,26,26,11,15,10,11,15,11,7,15,5,9,3,8,-0.07083203940675595
FOOD_ECM_A010_R27,report,0.5,reports_2024plus,all_pairs,93,6,2,20,10,11,4,2,1,4,1,2,0,3,-0.272256388090966
FOOD_ECM_A010_R27,report,0.5,reports_2024plus,first_call_episodes,6,6,2,4,2,3,4,2,1,4,1,2,0,3,-0.272256388090966
FOOD_ECM_A015_R27,cutoff,0.3,full,all_pairs,161,44,22,36,18,19,22,12,7,20,6,13,3,15,-0.21133106746147562
FOOD_ECM_A015_R27,cutoff,0.3,full,first_call_episodes,37,37,16,21,13,14,21,11,7,19,6,12,3,14,-0.1804193390832585
FOOD_ECM_A015_R27,cutoff,0.3,reports_2024plus,all_pairs,93,15,7,20,10,11,8,3,2,6,1,4,0,6,-0.21804056344167244
FOOD_ECM_A015_R27,cutoff,0.3,reports_2024plus,first_call_episodes,14,14,6,8,5,7,8,3,2,6,1,4,0,6,-0.21804056344167244
FOOD_ECM_A015_R27,cutoff,0.5,full,all_pairs,161,30,16,36,18,19,14,8,4,14,5,8,3,10,-0.2036195966074878
FOOD_ECM_A015_R27,cutoff,0.5,full,first_call_episodes,25,25,11,14,8,10,14,8,4,14,5,8,3,10,-0.2036195966074878
FOOD_ECM_A015_R27,cutoff,0.5,reports_2024plus,all_pairs,93,4,2,20,10,11,2,0,0,2,1,0,0,2,0.12067520662575615
FOOD_ECM_A015_R27,cutoff,0.5,reports_2024plus,first_call_episodes,4,4,2,2,1,2,2,0,0,2,1,0,0,2,0.12067520662575615
FOOD_ECM_A015_R27,report,0.3,full,all_pairs,161,37,18,36,18,19,19,14,8,19,6,11,3,11,-0.0915831057494684
FOOD_ECM_A015_R27,report,0.3,full,first_call_episodes,33,33,16,17,11,12,17,12,8,17,5,10,3,9,-0.08600943028661882
FOOD_ECM_A015_R27,report,0.3,reports_2024plus,all_pairs,93,12,7,20,10,11,5,3,2,5,1,2,0,3,-0.2533348847685202
FOOD_ECM_A015_R27,report,0.3,reports_2024plus,first_call_episodes,11,11,6,5,3,4,5,3,2,5,1,2,0,3,-0.2533348847685202
FOOD_ECM_A015_R27,report,0.5,full,all_pairs,161,29,11,36,18,19,18,13,7,18,6,11,3,11,-0.09051720640652793
FOOD_ECM_A015_R27,report,0.5,full,first_call_episodes,27,27,11,16,10,11,16,11,7,16,5,10,3,9,-0.08446193880938269
FOOD_ECM_A015_R27,report,0.5,reports_2024plus,all_pairs,93,6,2,20,10,11,4,2,1,4,1,2,0,3,-0.28897628248005097
FOOD_ECM_A015_R27,report,0.5,reports_2024plus,first_call_episodes,6,6,2,4,2,3,4,2,1,4,1,2,0,3,-0.28897628248005097
FOOD_ECM_PPI_R27,cutoff,0.3,full,all_pairs,161,47,23,36,18,19,24,13,8,21,6,13,3,16,-0.1839917647449929
FOOD_ECM_PPI_R27,cutoff,0.3,full,first_call_episodes,40,40,17,23,13,15,23,12,8,20,6,12,3,15,-0.15978168214918867
FOOD_ECM_PPI_R27,cutoff,0.3,reports_2024plus,all_pairs,93,18,8,20,10,11,10,4,3,7,1,5,0,7,-0.2320527346624006
FOOD_ECM_PPI_R27,cutoff,0.3,reports_2024plus,first_call_episodes,17,17,7,10,5,8,10,4,3,7,1,5,0,7,-0.2320527346624006
FOOD_ECM_PPI_R27,cutoff,0.5,full,all_pairs,161,30,16,36,18,19,14,9,4,14,5,8,3,10,-0.16039327101553577
FOOD_ECM_PPI_R27,cutoff,0.5,full,first_call_episodes,26,26,12,14,9,10,14,9,4,14,5,8,3,10,-0.16039327101553577
FOOD_ECM_PPI_R27,cutoff,0.5,reports_2024plus,all_pairs,93,5,2,20,10,11,3,1,0,3,1,1,0,3,-0.055749533097018654
FOOD_ECM_PPI_R27,cutoff,0.5,reports_2024plus,first_call_episodes,5,5,2,3,2,3,3,1,0,3,1,1,0,3,-0.055749533097018654
FOOD_ECM_PPI_R27,report,0.3,full,all_pairs,161,38,18,36,18,19,20,15,9,20,6,12,3,11,-0.06263653088842078
FOOD_ECM_PPI_R27,report,0.3,full,first_call_episodes,34,34,16,18,11,13,18,13,9,18,5,11,3,9,-0.06526136639812104
FOOD_ECM_PPI_R27,report,0.3,reports_2024plus,all_pairs,93,13,7,20,10,11,6,4,3,6,1,3,0,3,-0.2414310173911444
FOOD_ECM_PPI_R27,report,0.3,reports_2024plus,first_call_episodes,12,12,6,6,3,5,6,4,3,6,1,3,0,3,-0.2414310173911444
FOOD_ECM_PPI_R27,report,0.5,full,all_pairs,161,29,11,36,18,19,18,13,7,18,6,11,3,11,-0.05982171154717765
FOOD_ECM_PPI_R27,report,0.5,full,first_call_episodes,27,27,11,16,10,11,16,11,7,16,5,10,3,9,-0.06242279907793505
FOOD_ECM_PPI_R27,report,0.5,reports_2024plus,all_pairs,93,6,2,20,10,11,4,2,1,4,1,2,0,3,-0.3181615736069121
FOOD_ECM_PPI_R27,report,0.5,reports_2024plus,first_call_episodes,6,6,2,4,2,3,4,2,1,4,1,2,0,3,-0.3181615736069121
FOOD_ECM_R27,cutoff,0.3,full,all_pairs,161,44,21,36,18,19,23,12,7,20,5,12,3,16,-0.20803949739717095
FOOD_ECM_R27,cutoff,0.3,full,first_call_episodes,37,37,15,22,13,15,22,11,7,19,5,11,3,15,-0.17786628393508755
FOOD_ECM_R27,cutoff,0.3,reports_2024plus,all_pairs,93,15,6,20,10,11,9,3,2,6,0,4,0,7,-0.2314544956849742
FOOD_ECM_R27,cutoff,0.3,reports_2024plus,first_call_episodes,14,14,5,9,5,8,9,3,2,6,0,4,0,7,-0.2314544956849742
FOOD_ECM_R27,cutoff,0.5,full,all_pairs,161,30,16,36,18,19,14,8,4,14,4,8,3,10,-0.20144733919350705
FOOD_ECM_R27,cutoff,0.5,full,first_call_episodes,25,25,11,14,8,10,14,8,4,14,4,8,3,10,-0.20144733919350705
FOOD_ECM_R27,cutoff,0.5,reports_2024plus,all_pairs,93,4,2,20,10,11,2,0,0,2,0,0,0,2,0.08645028298034174
FOOD_ECM_R27,cutoff,0.5,reports_2024plus,first_call_episodes,4,4,2,2,1,2,2,0,0,2,0,0,0,2,0.08645028298034174
FOOD_ECM_R27,report,0.3,full,all_pairs,161,37,18,36,18,19,19,14,8,19,5,11,3,11,-0.08667342802631281
FOOD_ECM_R27,report,0.3,full,first_call_episodes,33,33,16,17,11,12,17,12,8,17,4,10,3,9,-0.08262572091077133
FOOD_ECM_R27,report,0.3,reports_2024plus,all_pairs,93,12,7,20,10,11,5,3,2,5,0,2,0,3,-0.2660929591687407
FOOD_ECM_R27,report,0.3,reports_2024plus,first_call_episodes,11,11,6,5,3,4,5,3,2,5,0,2,0,3,-0.2660929591687407
FOOD_ECM_R27,report,0.5,full,all_pairs,161,29,11,36,18,19,18,13,7,18,5,11,3,11,-0.08480443029055225
FOOD_ECM_R27,report,0.5,full,first_call_episodes,27,27,11,16,10,11,16,11,7,16,4,10,3,9,-0.08027011676331935
FOOD_ECM_R27,report,0.5,reports_2024plus,all_pairs,93,6,2,20,10,11,4,2,1,4,0,2,0,3,-0.30253735214342514
FOOD_ECM_R27,report,0.5,reports_2024plus,first_call_episodes,6,6,2,4,2,3,4,2,1,4,0,2,0,3,-0.30253735214342514
FOOD_NORM_SHIFT_R24,cutoff,0.3,full,all_pairs,161,40,21,36,18,19,19,11,7,18,6,12,3,12,-0.25185729419800834
FOOD_NORM_SHIFT_R24,cutoff,0.3,full,first_call_episodes,34,34,16,18,11,14,18,10,7,17,6,11,3,11,-0.2134797546432801
FOOD_NORM_SHIFT_R24,cutoff,0.3,reports_2024plus,all_pairs,93,12,6,20,10,11,6,2,2,5,2,3,0,4,-0.10638878830267853
FOOD_NORM_SHIFT_R24,cutoff,0.3,reports_2024plus,first_call_episodes,12,12,6,6,3,6,6,2,2,5,2,3,0,4,-0.10638878830267853
FOOD_NORM_SHIFT_R24,cutoff,0.5,full,all_pairs,161,30,17,36,18,19,13,9,5,12,4,8,3,8,-0.3177747633588202
FOOD_NORM_SHIFT_R24,cutoff,0.5,full,first_call_episodes,24,24,12,12,9,9,12,8,5,11,4,7,3,7,-0.2644565176070412
FOOD_NORM_SHIFT_R24,cutoff,0.5,reports_2024plus,all_pairs,93,4,3,20,10,11,1,0,0,0,0,0,0,1,
FOOD_NORM_SHIFT_R24,cutoff,0.5,reports_2024plus,first_call_episodes,4,4,3,1,1,1,1,0,0,0,0,0,0,1,
FOOD_NORM_SHIFT_R24,report,0.3,full,all_pairs,161,40,18,36,18,19,22,17,11,22,7,14,3,11,-0.15250223430924378
FOOD_NORM_SHIFT_R24,report,0.3,full,first_call_episodes,35,35,16,19,12,14,19,14,10,19,6,12,3,9,-0.1298211716170389
FOOD_NORM_SHIFT_R24,report,0.3,reports_2024plus,all_pairs,93,13,6,20,10,11,7,5,4,7,2,4,0,3,-0.21849935178064825
FOOD_NORM_SHIFT_R24,report,0.3,reports_2024plus,first_call_episodes,13,13,6,7,4,6,7,5,4,7,2,4,0,3,-0.21849935178064825
FOOD_NORM_SHIFT_R24,report,0.5,full,all_pairs,161,28,14,36,18,19,14,12,7,14,4,10,3,7,-0.2240494199533863
FOOD_NORM_SHIFT_R24,report,0.5,full,first_call_episodes,26,26,13,13,9,10,13,11,7,13,4,9,3,6,-0.17172433943992457
FOOD_NORM_SHIFT_R24,report,0.5,reports_2024plus,all_pairs,93,5,3,20,10,11,2,2,1,2,0,2,0,1,-0.7417499041023669
FOOD_NORM_SHIFT_R24,report,0.5,reports_2024plus,first_call_episodes,5,5,3,2,1,2,2,2,1,2,0,2,0,1,-0.7417499041023669
PREV_CNB,cutoff,0.3,full,all_pairs,161,57,23,93,17,21,34,22,13,25,4,20,1,21,-1.6480197516508497
PREV_CNB,cutoff,0.3,full,first_call_episodes,46,46,18,28,10,19,28,19,11,19,3,15,1,17,-1.1270791002217142
PREV_CNB,cutoff,0.3,reports_2024plus,all_pairs,93,26,12,55,10,14,14,12,8,5,1,3,0,6,-0.24119030618395465
PREV_CNB,cutoff,0.3,reports_2024plus,first_call_episodes,25,25,11,14,4,11,14,12,8,5,1,3,0,6,-0.24119030618395465
PREV_CNB,cutoff,0.5,full,all_pairs,161,37,16,93,17,21,21,13,10,17,2,15,1,11,-2.3552290605008817
PREV_CNB,cutoff,0.5,full,first_call_episodes,28,28,13,15,9,12,15,10,8,11,1,10,1,7,-1.8411730128596646
PREV_CNB,cutoff,0.5,reports_2024plus,all_pairs,93,13,6,55,10,14,7,7,7,3,0,3,0,0,-0.5033620715138821
PREV_CNB,cutoff,0.5,reports_2024plus,first_call_episodes,13,13,6,7,4,6,7,7,7,3,0,3,0,0,-0.5033620715138821
PREV_CNB,report,0.3,full,all_pairs,161,57,23,93,17,21,34,22,13,25,4,20,1,21,-1.6480197516508497
PREV_CNB,report,0.3,full,first_call_episodes,46,46,18,28,10,19,28,19,11,19,3,15,1,17,-1.1270791002217142
PREV_CNB,report,0.3,reports_2024plus,all_pairs,93,26,12,55,10,14,14,12,8,5,1,3,0,6,-0.24119030618395465
PREV_CNB,report,0.3,reports_2024plus,first_call_episodes,25,25,11,14,4,11,14,12,8,5,1,3,0,6,-0.24119030618395465
PREV_CNB,report,0.5,full,all_pairs,161,37,16,93,17,21,21,13,10,17,2,15,1,11,-2.3552290605008817
PREV_CNB,report,0.5,full,first_call_episodes,28,28,13,15,9,12,15,10,8,11,1,10,1,7,-1.8411730128596646
PREV_CNB,report,0.5,reports_2024plus,all_pairs,93,13,6,55,10,14,7,7,7,3,0,3,0,0,-0.5033620715138821
PREV_CNB,report,0.5,reports_2024plus,first_call_episodes,13,13,6,7,4,6,7,7,7,3,0,3,0,0,-0.5033620715138821
RW_YY,cutoff,0.3,full,all_pairs,161,120,32,115,18,22,88,57,40,74,11,61,9,48,-5.2575457794578115
RW_YY,cutoff,0.3,full,first_call_episodes,53,53,14,39,10,22,39,30,19,28,7,19,6,20,-2.6923473419646724
RW_YY,cutoff,0.3,reports_2024plus,all_pairs,93,54,17,63,10,14,37,27,16,23,3,18,2,21,-1.3393260204057156
RW_YY,cutoff,0.3,reports_2024plus,first_call_episodes,36,36,11,25,7,13,25,20,11,14,3,9,2,14,-0.20751302742659666
RW_YY,cutoff,0.5,full,all_pairs,161,102,26,115,18,22,76,47,35,66,10,55,9,41,-5.871815332795774
RW_YY,cutoff,0.5,full,first_call_episodes,41,41,11,30,8,22,30,23,17,22,6,15,6,13,-3.390813888318604
RW_YY,cutoff,0.5,reports_2024plus,all_pairs,93,36,11,63,10,14,25,17,11,15,2,12,2,14,-1.9523948502649597
RW_YY,cutoff,0.5,reports_2024plus,first_call_episodes,24,24,8,16,5,12,16,13,9,8,2,5,2,7,-0.26467029399635267
RW_YY,report,0.3,full,all_pairs,161,130,37,115,18,22,93,57,38,74,11,62,10,55,-5.185374225996354
RW_YY,report,0.3,full,first_call_episodes,55,55,19,36,9,22,36,28,18,25,7,17,6,18,-2.9819719039542547
RW_YY,report,0.3,reports_2024plus,all_pairs,93,64,22,63,10,14,42,27,13,23,3,19,2,29,-1.2749768482546404
RW_YY,report,0.3,reports_2024plus,first_call_episodes,38,38,16,22,6,13,22,18,10,11,3,7,2,12,-0.2383706788907081
RW_YY,report,0.5,full,all_pairs,161,106,29,115,18,22,77,49,35,67,10,56,10,42,-5.698529985834635
RW_YY,report,0.5,full,first_call_episodes,43,43,13,30,8,20,30,25,17,24,6,17,6,13,-3.1372869716507927
RW_YY,report,0.5,reports_2024plus,all_pairs,93,41,15,63,10,14,26,19,10,16,2,13,2,16,-1.71301773981544
RW_YY,report,0.5,reports_2024plus,first_call_episodes,26,26,10,16,5,10,16,15,9,10,2,7,2,7,-0.33676671885604176
STATE_FAST_R15,cutoff,0.3,full,all_pairs,161,48,24,36,18,19,24,14,7,23,5,15,2,17,-0.36484142203391356
STATE_FAST_R15,cutoff,0.3,full,first_call_episodes,37,37,17,20,15,17,20,12,6,19,5,11,2,14,-0.28884004292957133
STATE_FAST_R15,cutoff,0.3,reports_2024plus,all_pairs,93,20,9,20,10,11,11,4,2,10,1,7,0,9,-0.3126401248147995
STATE_FAST_R15,cutoff,0.3,reports_2024plus,first_call_episodes,15,15,7,8,7,8,8,3,1,7,1,4,0,7,-0.20098276707573842
STATE_FAST_R15,cutoff,0.5,full,all_pairs,161,34,15,36,18,19,19,11,7,18,3,12,2,12,-0.4458093034334373
STATE_FAST_R15,cutoff,0.5,full,first_call_episodes,28,28,10,18,12,15,18,10,7,17,3,11,2,11,-0.4023939676059732
STATE_FAST_R15,cutoff,0.5,reports_2024plus,all_pairs,93,8,1,20,10,11,7,2,2,6,0,4,0,5,-0.40728746474112115
STATE_FAST_R15,cutoff,0.5,reports_2024plus,first_call_episodes,8,8,1,7,4,7,7,2,2,6,0,4,0,5,-0.40728746474112115
STATE_FAST_R15,report,0.3,full,all_pairs,161,44,19,36,18,19,25,18,10,23,6,15,3,15,-0.2737728065799545
STATE_FAST_R15,report,0.3,full,first_call_episodes,35,35,14,21,15,17,21,14,8,19,4,13,2,13,-0.2808826348156863
STATE_FAST_R15,report,0.3,reports_2024plus,all_pairs,93,16,6,20,10,11,10,6,3,8,1,5,0,7,-0.2604386966650312
STATE_FAST_R15,report,0.3,reports_2024plus,first_call_episodes,15,15,5,10,7,9,10,6,3,8,1,5,0,7,-0.2604386966650312
STATE_FAST_R15,report,0.5,full,all_pairs,161,34,14,36,18,19,20,14,9,20,4,14,3,11,-0.34443245603192085
STATE_FAST_R15,report,0.5,full,first_call_episodes,29,29,12,17,12,14,17,11,7,17,3,12,2,10,-0.3219435418344048
STATE_FAST_R15,report,0.5,reports_2024plus,all_pairs,93,8,2,20,10,11,6,3,2,6,0,4,0,4,-0.36996328716784843
STATE_FAST_R15,report,0.5,reports_2024plus,first_call_episodes,8,8,2,6,4,6,6,3,2,6,0,4,0,4,-0.36996328716784843
