period,headline_mm
2010-07,0.32188841201716833
2010-08,-0.3208556149732589
2010-09,-0.21459227467811592
2010-10,-0.21505376344086446
2010-11,0.21551724137931494
2010-12,0.5376344086021501
2011-01,0.6417112299465177
2011-02,0.10626992561106885
2011-03,0.10615711252652815
2011-04,0.21208907741252503
2011-05,0.5291005291005346
2011-06,-0.10526315789473051
2011-07,0.21074815595363283
2011-08,-0.2103049421661285
2011-09,-0.21074815595364393
2011-10,0.21119324181626542
2011-11,0.42149631190726566
2011-12,0.41972717733473885
2012-01,1.7763845350052376
2012-02,0.30800821355236874
2012-03,0.10235414534287557
2012-04,0.0
2012-05,0.2044989775051187
2012-06,0.20408163265306367
2012-07,-0.10183299389002753
2012-08,-0.10193679918449883
2012-09,-0.10204081632652073
2012-10,0.3064351378958108
2012-11,-0.3054989816700604
2012-12,0.10214504596526286
2013-01,1.3265306122449028
2013-02,0.10070493454179541
2013-03,0.1006036217303663
2013-04,0.0
2013-05,-0.20100502512563345
2013-06,0.40281973816718164
2013-07,-0.20060180541625616
2013-08,-0.20100502512563345
2013-09,-0.40281973816715944
2013-10,0.2022244691607611
2013-11,-0.10090817356205317
2013-12,0.40404040404040664
2014-01,0.1006036217303663
2014-02,0.10050251256281673
2014-03,0.0
2014-04,0.0
2014-05,0.10040160642570406
2014-06,0.0
2014-07,0.30090270812437314
2014-08,-0.09999999999998899
2014-09,-0.30030030030031574
2014-10,0.20080321285140812
2014-11,-0.30060120240480437
2014-12,0.0
2015-01,0.0
2015-02,0.20100502512563345
2015-03,0.10030090270811698
2015-04,0.30060120240480437
2015-05,0.29970029970030065
2015-06,0.09960159362549792
2015-07,-0.09950248756218638
2015-08,-0.19920318725099584
2015-09,-0.1996007984031989
2015-10,0.0
2015-11,-0.40000000000000036
2015-12,-0.10040160642569296
2016-01,0.6030150753768782
2016-02,0.09990009990010762
2016-03,-0.09980039920161055
2016-04,0.5994005994006013
2016-05,-0.19860973187686426
2016-06,0.09950248756218638
2016-07,0.29821073558649047
2016-08,-0.09910802775026095
2016-09,-0.29761904761904656
2016-10,0.29850746268655914
2016-11,0.3968253968253954
2016-12,0.29644268774702276
2017-01,0.7881773399014858
2017-02,0.3910068426197455
2017-03,0.0
2017-04,0.0
2017-05,0.19474196689386325
2017-06,0.0
2017-07,0.4859086491739495
2017-08,-0.09671179883946612
2017-09,-0.09680542110357404
2017-10,0.4844961240310086
2017-11,0.0964320154291265
2017-12,0.09633911368016612
2018-01,0.5774783445620768
2018-02,0.0
2018-03,-0.0956937799043045
2018-04,0.2873563218390718
2018-05,0.47755491881567025
2018-06,0.3802281368821214
2018-07,0.18939393939394478
2018-08,0.0945179584121103
2018-09,-0.2832861189801861
2018-10,0.37878787878788955
2018-11,-0.09433962264150386
2018-12,0.09442870632672129
2019-01,1.037735849056598
2019-02,0.18674136321195078
2019-03,0.18639328984155767
2019-04,0.09302325581395099
2019-05,0.6505576208178487
2019-06,0.1846722068328699
2019-07,0.36866359447005337
2019-08,0.09182736455464191
2019-09,-0.5504587155963248
2019-10,0.46125461254613587
2019-11,0.2754820936639035
2019-12,0.1831501831501825
2020-01,1.4625228519195455
2020-02,0.2702702702702675
2020-03,-0.08984725965857088
2020-04,-0.17985611510791255
2020-05,0.3603603603603567
2020-06,0.6283662477558183
2020-07,0.4460303300624524
2020-08,0.0
2020-09,-0.6216696269982114
2020-10,0.17873100983019086
2020-11,0.0
2020-12,-0.1784121320249632
2021-01,1.3404825737265424
2021-02,0.17636684303350414
2021-03,0.17605633802817433
2021-04,0.5272407732864748
2021-05,0.17482517482516613
2021-06,0.523560209424101
2021-07,1.041666666666674
2021-08,0.6872852233676952
2021-09,0.17064846416381396
2021-10,1.0221465076660996
2021-11,0.1686340640809414
2021-12,0.42087542087541063
2022-01,4.442581726739303
2022-02,1.2841091492777013
2022-03,1.6640253565768592
2022-04,1.7926734216679563
2022-05,1.7611026033690802
2022-06,1.5801354401805856
2022-07,1.333333333333342
2022-08,0.43859649122806044
2022-09,0.8005822416302655
2022-10,-1.4440433212996373
2022-11,1.172161172161168
2022-12,0.0
2023-01,6.010137581462716
2023-02,0.6147540983606703
2023-03,0.13577732518668117
2023-04,-0.20338983050848247
2023-05,0.27173913043478937
2023-06,0.3387533875338855
2023-07,0.47265361242405657
2023-08,0.20161290322580072
2023-09,-0.7377598926894713
2023-10,0.06756756756756133
2023-11,0.06752194463199857
2023-12,-0.4048582995951344
2024-01,1.4905149051490652
2024-02,0.26702269692922
2024-03,0.13315579227697327
2024-04,0.6648936170212671
2024-05,0.0
2024-06,-0.26420079260238705
2024-07,0.6622516556291425
2024-08,0.263157894736854
2024-09,-0.3937007874015741
2024-10,0.32938076416337836
2024-11,0.06565988181221893
2024-12,-0.2624671916010568
2025-01,1.3157894736842035
2025-02,0.1948051948051921
2025-03,0.06480881399870686
2025-04,-0.12953367875648825
2025-05,0.5188067444876765
2025-06,0.2580645161290418
2025-07,0.45045045045044585
2025-08,0.06406149903908087
2025-09,-0.5761843790012655
2025-10,0.5151320025756467
2025-11,-0.32030749519538215
2025-12,-0.25706940874036244
2026-01,0.8376288659793785
2026-02,-0.06389776357826893
2026-03,0.5754475703324768
2026-04,0.4450095359186168
2026-05,0.18987341772152
2026-06,-0.31585596967782514
2026-07,0.6337135614702172
2026-08,
